  1996 0.9889 0.9632 0.9162 0.8445 0.7517 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 
  1997 0.9881 0.9600 0.9097 0.8348 0.7397 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 
  1998 0.9880 0.9593 0.9068 0.8277 0.7303 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 
  1999 0.9905 0.9673 0.9213 0.8478 0.7474 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 9.9999 
  2000 0.9910 0.9686 0.9252 0.8571 0.7620 0.6498 0.5393 0.4430 0.3608 0.3025 0.2474 0.1998 0.1686 0.1462 
  2001 0.9927 0.9743 0.9366 0.8743 0.7860 0.6841 0.5833 0.4931 0.3975 0.3178 0.2579 0.2139 0.1652 0.1205 
  2002 0.9927 0.9755 0.9402 0.8789 0.7915 0.6850 0.5780 0.4798 0.3918 0.3195 0.2590 0.2073 0.1634 0.1329 
  2003 0.9922 0.9771 0.9453 0.8892 0.8118 0.7228 0.6307 0.5385 0.4471 0.3656 0.2984 0.2425 0.1981 0.1625 
  2004 0.9921 0.9761 0.9437 0.8886 0.8087 0.7070 0.5964 0.4882 0.3954 0.3180 0.2515 0.2001 0.1588 0.1281 
  2005 0.9931 0.9802 0.9528 0.9018 0.8233 0.7235 0.6164 0.5178 0.4311 0.3582 0.2965 0.2433 0.1960 0.1564 
  2006 0.9935 0.9811 0.9550 0.9075 0.8357 0.7405 0.6328 0.5255 0.4302 0.3506 0.2942 0.2525 0.2099 0.1677 
